crop,disease,healthy,N,P,K,temperature,humidity,ph,rainfall,risk_score,risk_category
Tomato,Tomato___healthy,1,108.35384679783486,66.44298156528733,176.7195839822765,33.105249046137104,23.005074570450212,9.353734109820536,233.11911655729884,14.478383602868359,Low
Tomato,Tomato___healthy,1,110.04900273877354,22.935908574576423,95.07718757911343,21.348728872372924,93.77502405213116,7.3631907204839875,250.3732517158324,9.306277911415998,Low
Tomato,Tomato___healthy,1,62.077987835826356,36.813421049868765,115.91695740316696,10.297421219750312,85.34864961936948,7.289986394732389,232.26456722390466,13.024914960623478,Low
Tomato,Tomato___healthy,1,49.63363553818157,140.89772341528646,183.62422426443953,36.02180589465543,31.544290167417245,6.300326022362205,32.26505442042406,16.71863571748832,Low
Tomato,Tomato___healthy,1,21.600528889456697,100.62685345394365,153.95243118156344,42.83035036763156,42.69515544174291,5.722758236209213,151.47562715722623,14.169268012280327,Low
Tomato,Tomato___healthy,1,26.525990271799998,23.18901074696603,100.14098524518676,16.16873656583183,71.93418954801338,6.122911513233984,253.1498948961945,9.047280683182802,Low
Tomato,Tomato___healthy,1,98.03711428031488,48.73132979348575,171.4519602790402,36.971516869884866,47.935662217564825,5.229968623581465,211.09874111299314,16.07544994673326,Low
Tomato,Tomato___healthy,1,19.565347705303374,32.98714834651517,6.4724539502011025,36.329277590076984,71.51232281032273,7.73099227175801,238.604128686151,13.064635448543656,Low
Tomato,Tomato___healthy,1,64.2482085753676,84.62376743340512,32.95939962553149,12.123082647295044,71.81425175219009,6.326577236858795,178.26610981473289,9.540366497910691,Low
Tomato,Tomato___healthy,1,107.09984003824358,93.86056480008271,115.71588013159916,28.131457786834886,40.83575833532204,3.684907007407636,142.28086898506146,12.30652445589298,Low
Tomato,Tomato___healthy,1,30.04185419473409,62.19401012144906,175.68061465363323,16.421821491152265,19.95573304357061,5.188303352131979,102.20625217467142,11.414583473884296,Low
Tomato,Tomato___healthy,1,92.6683120617653,82.98450132777897,161.7796418212827,31.91528745178595,49.542883222406,8.384122307996208,66.75241757415709,10.675636487943756,Low
Tomato,Tomato___healthy,1,3.179690238740467,17.606700508589846,149.47187011929006,24.627580289049945,28.708101217856154,6.506268650620181,62.64738875968716,11.592057739432686,Low
Tomato,Tomato___healthy,1,97.48485251088304,67.4618785803643,81.2042452192965,18.854435209323555,68.57402041510552,5.670875663320342,44.54197740850828,5.01393383554042,Low
Tomato,Tomato___healthy,1,16.520826296872144,139.66567303693205,186.7161381415214,33.18945681718698,37.59894672405916,9.315058264086343,238.0502531104225,9.17969716765526,Low
Tomato,Tomato___healthy,1,100.36462648225938,67.91061030013041,59.448312369031804,11.470074637525975,91.72120370622655,6.234657739001666,76.66174214266448,10.705879250885413,Low
Tomato,Tomato___healthy,1,42.83392738109135,86.09073965186543,40.35455658784634,38.83811422732552,79.47416003599285,7.816777735705621,140.98605113702905,10.58393477604885,Low
Tomato,Tomato___healthy,1,87.82323769834204,86.77371564778298,134.969320310964,11.039995561036008,50.34362918450182,3.749685043171355,158.3174293884653,12.438277979471795,Low
Tomato,Tomato___healthy,1,46.180569726589944,25.233386441246566,25.68059354451033,29.155204598397635,29.50040232563532,9.050720710260784,182.6971191161106,10.331176813034892,Low
Tomato,Tomato___healthy,1,48.56177263487719,87.72816880739835,9.560774205939499,42.50813167669203,55.99579214014652,8.196411363501717,43.1643999782828,10.937596671326713,Low
Tomato,Tomato___healthy,1,68.13216631734245,73.69897920963292,192.56529099499656,28.582209885538713,55.24659908984108,5.101853978551361,112.83931925591462,13.396231964981935,Low
Tomato,Tomato___healthy,1,72.89413634601529,66.44760444270653,9.322415976066086,37.74650927099688,91.17366560638017,4.341494533991664,175.13012019093384,12.59802956044899,Low
Tomato,Tomato___healthy,1,15.200603758962096,99.11361302557364,61.246756767801664,31.739214848908464,76.79454221438502,8.111884951505942,50.167464867651034,10.88014050597698,Low
Tomato,Tomato___healthy,1,128.2416583192651,37.22995872528331,12.482511235235956,27.9746888980934,46.5283941283073,8.478738458794478,246.3104121780045,7.992725315417064,Low
Tomato,Tomato___healthy,1,44.39944499518015,138.40591530976428,63.183567628023724,26.542056652341724,36.757032698246235,9.11626142029378,66.09018892296508,9.995906185616874,Low
Tomato,Tomato___healthy,1,6.287486714926058,65.91358840042531,203.4751128111674,40.100381585176905,78.63168165384067,8.844754945271148,270.16505911540173,13.08383765909263,Low
Tomato,Tomato___healthy,1,72.64017045410287,49.230067256311024,159.4024864221976,31.8198054740394,46.76090695426535,4.066800008369092,229.10109117772728,9.44911174166893,Low
Tomato,Tomato___healthy,1,36.74447222920106,136.1538410747291,53.19411500113695,12.419285566813496,85.64457713061702,4.4197058997469645,70.19512628416695,11.989442128493128,Low
Tomato,Tomato___healthy,1,83.91359081291809,127.43868571724502,44.28693314291465,19.17165222440341,81.07941125050009,9.330958556365804,160.20753213665586,8.142290761335577,Low
Tomato,Tomato___healthy,1,20.145650357175107,6.951080279148217,50.93120599977105,12.745599840314757,72.60098725709288,4.230995027771186,161.77238085377724,9.793727774163479,Low
Tomato,Tomato___healthy,1,97.1967409900041,86.35632529092634,44.95513033201152,36.948482942561455,75.80960601734314,7.93390402349325,56.69617043604771,10.732799042796543,Low
Tomato,Tomato___healthy,1,17.325532511048245,134.85875714091108,84.51563876498813,18.83415290411383,56.529643854880334,7.477185276581494,287.5745119731516,13.272581040737737,Low
Tomato,Tomato___healthy,1,40.1024717634877,134.4731801036838,9.971898277251263,27.987129523765688,68.88788449289223,4.1353844225045195,59.29508717789554,9.476643566654364,Low
Tomato,Tomato___healthy,1,58.67600470428253,140.27246770004544,124.20851064687457,41.5888359776076,83.37067782710251,6.304289609331749,239.7337657906125,11.388139446340176,Low
Tomato,Tomato___healthy,1,2.497149756778283,20.280159547202892,170.88572297654727,36.68541517970582,34.77446306714687,6.684617543594321,189.68442979600306,15.283121683306964,Low
Tomato,Tomato___healthy,1,121.48345352864156,89.43500202742159,87.51431385473606,21.470625562658576,51.19997734174834,7.4115861534798455,262.897376890651,6.813363924514997,Low
Tomato,Tomato___healthy,1,63.545563490681964,39.697538813190135,52.33247259951623,34.85651408876407,84.40834489103239,4.13166847912475,38.636479947449885,12.367791264774832,Low
Tomato,Tomato___healthy,1,83.22071292590326,25.464254186977758,169.93283809126825,19.17204826126668,27.229114302547124,9.025822834924702,66.34888236587788,7.3256213113836175,Low
Tomato,Tomato___healthy,1,39.86081152731098,26.50587532688821,28.098012733070995,8.76132858811184,19.70860977896211,4.547848825615116,34.94694113560911,11.538392454318569,Low
Tomato,Tomato___healthy,1,82.76013425553597,100.3000337519309,83.72609136640565,19.447679490273778,57.88473014688956,8.750029653407651,258.3168555102177,9.733195585259168,Low
Tomato,Tomato___healthy,1,6.086508681790872,30.409777343513372,52.3489742208792,16.977952729959625,63.55477539813568,5.997574554219153,33.79115357972631,11.06893798091237,Low
Tomato,Tomato___healthy,1,52.30597938434002,78.32541282046921,25.334380580743193,38.00450793638815,19.41675864953386,9.049051214108372,47.75167964236514,15.218812948141064,Low
Tomato,Tomato___healthy,1,118.10049322368539,131.37144014986637,200.91413611731855,36.872931689849366,81.25559096556296,7.354899655973286,238.1189792818761,12.013542498721145,Low
Tomato,Tomato___healthy,1,18.83730917784059,80.04952503266922,107.8445740380829,38.87259718841207,54.33794607544885,5.810536976602121,199.07771594639084,12.38693916951339,Low
Tomato,Tomato___healthy,1,37.30486445011845,24.567577533553962,100.57545480474916,23.00801726941586,34.76844494495427,5.705070860690768,122.58988595134927,7.398773467227696,Low
Tomato,Tomato___healthy,1,45.84937901775636,58.124971161770056,142.14866909118908,18.68755308456627,95.65292377080394,8.998088117229067,154.654919924022,8.894474269162913,Low
Tomato,Tomato___healthy,1,45.97056870065643,79.96087057620043,174.7120977547249,31.493144260163675,83.37330537550159,6.696333656394441,197.2169361949338,10.1594754030498,Low
Tomato,Tomato___healthy,1,40.34178598554464,107.8850427234407,45.48091862514367,33.01273263746594,88.161120807701,4.292617023809264,192.02632735173754,13.846967533891714,Low
Tomato,Tomato___healthy,1,13.313404752190845,106.60018795799976,21.898643764704047,41.69383361722254,26.679674053213184,9.253281475454482,244.24756930382705,16.01297620407754,Low
Tomato,Tomato___healthy,1,83.11548062528958,114.56737464813656,164.02296779661717,42.05697426142389,36.53758507633091,7.0404553721498555,46.61377531803234,11.295338407436411,Low
Tomato,Tomato___healthy,1,86.26319800337698,28.980782572990435,117.99012229448837,28.60749850521859,54.608738003404326,6.635790653078737,233.89854920184462,11.15744329983779,Low
Tomato,Tomato___healthy,1,111.89426031168932,73.90145018056008,124.91868830452246,41.52450448484367,25.17735502259544,4.202621395400663,44.55852333501515,14.605075214174121,Low
Tomato,Tomato___healthy,1,92.1008599056739,63.605162110653126,159.86428322836866,32.16433087910933,43.35920945790025,8.890199284169213,233.50900117978264,10.684042842900306,Low
Tomato,Tomato___healthy,1,37.8748917274246,55.98688248808756,67.88799604085258,13.674019350499988,27.561586666086292,9.116764780254464,142.61313041565091,13.767892733596561,Low
Tomato,Tomato___healthy,1,53.664775188837375,107.1559992148329,115.59861305057998,41.70103952618464,81.32562698229833,6.3762173847472425,125.38065257463134,15.469786150214114,Low
Tomato,Tomato___healthy,1,138.1284162894051,105.4864330405101,195.23893200076822,12.265228779813489,87.29536273121651,7.322443303947246,54.138069933831524,13.236627094950151,Low
Tomato,Tomato___healthy,1,82.35611999569089,101.05349111476283,7.460537177720568,24.355446626302875,85.1589584516873,5.272154152064539,148.3934629035943,7.796409650968651,Low
Tomato,Tomato___healthy,1,61.923977789505045,47.269834801948825,188.68837910311083,36.12658527553457,24.400014934669393,9.482207947025438,266.17600680616863,13.507954818345704,Low
Tomato,Tomato___healthy,1,39.74718130096546,122.16552115253135,26.283906374276572,43.96777029707259,71.58320256905563,7.400750093352782,45.32340355555717,14.029783888247888,Low
Tomato,Tomato___healthy,1,125.58467584552754,9.05993044862572,53.16561160822941,13.148787505998861,81.02527495883858,4.689225363277387,274.97870359664785,12.736897750335306,Low
Tomato,Tomato___healthy,1,91.87766550584863,10.062779469257471,6.085966825740092,9.859685012518362,66.50364010005686,8.308890865156492,86.79478977566878,10.165108715301603,Low
Tomato,Tomato___healthy,1,118.91723800923022,13.012471621456454,165.19277072833523,41.40063548620209,80.62921392387234,7.688724703871824,254.63446122350726,12.922587398793207,Low
Tomato,Tomato___healthy,1,5.6211819365892985,33.249495500667756,29.984735861128616,26.163115646947514,78.34099090795178,7.280071067458392,258.31670793334183,7.286937261732454,Low
Tomato,Tomato___healthy,1,21.729818941752722,107.84695287092262,43.60829817378082,17.747315047440807,75.34189926891082,9.38122870939209,191.2322096735795,6.948745096587514,Low
Tomato,Tomato___healthy,1,7.630044098781383,91.28325578985459,13.47011031603342,39.829245609205415,75.31415423355276,4.538767078535019,45.68188163077546,14.22291984501086,Low
Tomato,Tomato___healthy,1,25.694652043244655,142.20380513758695,96.71212849169797,36.22691414029069,69.09470907916103,6.934478899751824,60.63647130621391,14.18125690606175,Low
Tomato,Tomato___healthy,1,132.4434234981333,47.18796855206051,120.60344316150844,33.19193400520638,70.18481819585125,9.143566458173112,61.56291717761624,10.553133009839938,Low
Tomato,Tomato___healthy,1,71.1693833825719,61.564814703707235,99.83374589652362,12.291830943118807,26.398041839185055,5.168453274687544,105.31728905303277,14.953143859084431,Low
Tomato,Tomato___healthy,1,59.906449915389,90.53825658512795,131.9258234836526,22.82519227708053,49.74656430143926,4.805771160181772,184.7257495545223,10.13652433850824,Low
Tomato,Tomato___healthy,1,44.3857275844133,10.048376798830919,88.68000883137208,25.068776303246132,34.175393797357934,6.934747598732694,178.41613212093787,9.595743175727346,Low
Tomato,Tomato___healthy,1,98.28030535545199,95.71278750816941,135.48661130420632,19.383709465665554,81.93173886880608,6.794866301598077,140.79709465036922,10.06660527138546,Low
Tomato,Tomato___healthy,1,87.641747331748,55.4920268230356,107.54784892135164,34.521404785359934,90.34424537151516,9.02634318377115,161.01721905126777,15.301865003709231,Low
Tomato,Tomato___healthy,1,72.83851606367968,116.9818575069371,67.89013834884025,38.14576504442247,57.00203995398099,4.195140346011611,40.17656118042424,12.58320913520263,Low
Tomato,Tomato___healthy,1,117.87904954552484,12.779508366962906,61.12228722673118,20.02868145805565,29.704527841285472,5.383360218811935,227.95391868302397,14.020132091217528,Low
Tomato,Tomato___healthy,1,2.0555980984099076,120.8042794328961,176.30960471491164,21.401416634895735,28.057096420153957,7.105042447670485,53.508315642170416,5.4207440142362975,Low
Tomato,Tomato___healthy,1,51.088710550955355,139.18008532613612,204.09289451672743,35.79577608876508,41.43172834326513,7.625990294996555,217.51378233552356,14.668887569458159,Low
Tomato,Tomato___healthy,1,54.297837322910965,94.72440884206232,7.1455289951352485,15.526075709680693,59.6325057522172,4.482507825549775,66.45392300542942,10.349885621019945,Low
Tomato,Tomato___healthy,1,117.08260067703331,143.47862037570476,116.19388560568967,38.20651031174168,99.17734146773317,4.349575331412648,145.5087717112183,13.042188261950258,Low
Tomato,Tomato___healthy,1,54.96018021786878,16.206899710465905,156.0660345589489,23.61604498361335,54.89278940618411,4.4040378428794416,70.65946262464308,9.477804984767163,Low
Tomato,Tomato___healthy,1,126.9945071018701,11.250872456399044,51.57045698874125,18.514135891323022,56.666791104134845,7.018671038088776,158.12119323818663,5.661462090632599,Low
Tomato,Tomato___healthy,1,11.776146837963484,39.1134435677999,173.71767695250824,30.953193217224527,70.17766926141331,7.521219532108129,233.61284533106814,9.72008275214366,Low
Tomato,Tomato___healthy,1,8.135187441002627,56.325173890565736,112.90548705233573,20.18443339870374,86.78070422941086,6.395435051523764,235.21572504862615,10.156803381099246,Low
Tomato,Tomato___healthy,1,119.28217236336367,75.67080760648973,186.91044877426998,29.136461859331302,87.27331540086635,5.543544773549145,159.66874838881586,13.704937859774526,Low
Tomato,Tomato___healthy,1,74.39754574064088,19.69716022544988,84.71050134030813,41.02415621186034,68.6207404310031,4.565039494621805,114.8795779706894,11.612012628439,Low
Tomato,Tomato___healthy,1,26.824421352777975,8.475238451800156,190.49209170080533,24.135463817247373,41.14048115576682,7.090863149346419,22.048047762044376,8.627095241006986,Low
Tomato,Tomato___healthy,1,38.92309492411394,103.42468519784497,131.7539546138526,43.34501411153128,67.73040532093374,6.365035241766397,233.20111769152214,12.25546498034241,Low
Tomato,Tomato___healthy,1,126.46590207496743,105.89743254056923,197.6422447098759,36.15218614657438,88.67812225226375,4.184624427101824,225.07578083826056,14.348016245717824,Low
Tomato,Tomato___healthy,1,61.61241793383161,82.43453233757853,135.82048189647136,42.9133442014005,98.68913692168809,5.229369472927432,225.45097928261654,15.398053042956775,Low
Tomato,Tomato___healthy,1,104.9976953109376,53.50900058382683,29.7739549728442,9.474090570285911,81.07416583998018,6.438198450901435,295.9512474585793,10.611147805996115,Low
Tomato,Tomato___healthy,1,65.09628386711142,141.90837707033762,87.31520043881197,36.572557420159015,22.209638146505725,6.8327702608265835,244.57674035600277,15.391370358274532,Low
Tomato,Tomato___healthy,1,129.4582334107844,120.16163268644043,12.394145440234844,21.41728428704243,19.139370146677358,4.155693746687348,209.08557602689555,11.385644661005257,Low
Tomato,Tomato___healthy,1,99.85614748363774,113.32089558522769,178.09130961113257,34.619532865154355,83.07408532906372,3.7937822589396752,85.6698421235636,13.750422988446646,Low
Tomato,Tomato___healthy,1,87.0656882725344,125.13754264747524,5.9000249879318245,26.526656316188593,72.56942894597375,3.6776437347716793,132.37955611494863,7.836457064888982,Low
Tomato,Tomato___healthy,1,125.38888339371756,99.02579323982022,52.53167267211946,38.70012066674886,44.58267098980872,8.620068026864356,103.70422231329354,12.877744407435667,Low
Tomato,Tomato___healthy,1,82.64483512364086,60.57160948469677,59.9650101510134,39.91607223818729,30.945462964856763,4.008869547414578,115.7395427927849,13.858913253009227,Low
Tomato,Tomato___healthy,1,100.46948066981946,118.04042483667943,204.74867401335297,18.669034052401937,49.67506584615899,4.320927668177758,180.9641402944494,7.09189798038976,Low
Tomato,Tomato___healthy,1,139.6612052168084,103.12334141689219,124.04256808267435,22.125287345184585,92.80039462427216,6.481499576782097,57.62273572765722,9.990333194429782,Low
Tomato,Tomato___healthy,1,51.152984847878685,14.403333638687366,45.39580753775631,8.63607611599684,53.52879290251389,7.307241589710783,116.12188946609417,12.717724702369702,Low
Tomato,Tomato___healthy,1,58.853448010738795,139.28929819824063,155.3926243149831,27.470838930018246,39.185974384505144,8.881980792637972,85.82719272658466,11.172069793418993,Low
Tomato,Tomato___healthy,1,45.547982272334785,132.26907401921278,110.90841105701448,34.72344617904716,65.21330750392012,7.420635254056971,103.82732162415115,10.871654365985817,Low
Tomato,Tomato___healthy,1,33.79208862773281,50.148928603613136,36.08831281668449,39.47531715046907,39.075989326259695,6.868936366486308,241.75283903958473,11.218775272436167,Low
Tomato,Tomato___healthy,1,109.7353753125999,66.374076201787,100.25146171734514,43.80926296166089,72.34078554321704,8.387830658707296,272.71511138138493,12.533379597860918,Low
Tomato,Tomato___healthy,1,110.26257707210749,30.925108293499463,117.43414674751445,11.668189663323616,70.49838075793986,9.232096569126867,163.56497800403116,9.824108293225184,Low
Tomato,Tomato___healthy,1,60.61614900148741,10.017985198542846,196.95490446584407,11.708096628685716,18.49172293091199,4.976399669029631,38.348521497147075,11.95599889481747,Low
Tomato,Tomato___healthy,1,63.71649793764673,77.25229217599573,67.51398980571679,9.834577372695898,24.48603130118427,5.807026267939569,36.947966231430115,13.327968129149909,Low
Tomato,Tomato___healthy,1,97.74656158538788,33.982875813473676,65.4143137567277,22.18852797841151,50.41181881087757,3.509964246048803,51.379703879635315,10.028639299795184,Low
Tomato,Tomato___healthy,1,120.78703892372293,5.172628751667139,106.63347116257502,25.62207223425949,43.313003685904214,6.087962120878698,238.5627185074436,14.242888917489086,Low
Tomato,Tomato___healthy,1,117.7685188700939,41.448796078135004,69.49808819354597,16.72938270901998,55.788389046840535,7.599550145952877,83.91080512975776,10.466800432688451,Low
Tomato,Tomato___healthy,1,46.303003887681335,135.25384646248108,14.713857969391615,24.587705788624383,75.48243353572612,4.402724069344845,33.26472560153492,9.465096182858948,Low
